NSN,rep_office,common_name,Description,Price,UI,AAC
5120001039782,Hardware,Box Wrench Set (Double Head),"Set consists of (8) wrenches in the following sizes: 6mm x 7mm, 8mm x 9mm, 9mm x 10mm, 11mm x 12mm, 13mm x 14mm, 15mm x 16mm, 17mm x 19mm and 18mm x 20mm. Type 2: Metric Box Wrenches, Class 2: Deep Offset Each End, Style A: Regular Length. These double he",135.24,SE,H
5120001039795,Hardware,Metric Socket Set (Long Length),"This hand socket set consists of (11) sockets in sizes: 9mm to 19mm. Type I: Metric Sockets, Class 1: Metric Sockets, Style C: Long Length. These high strength, 12 point, thin wall sockets are perfect for getting into those narrow spaces that the regular ",22.57,SE,H
5120001039800,Hardware,Metric Socket Set (Mixed),"This hand socket set consists of (38) pieces: (23) regular length sockets in sizes: 10mm  32mm, (6) long length sockets in sizes: (14mm, 17mm, 19mm, 20.6mm, 22mm and 27mm), (3) extensions: (3"", 5"" and 10""), spinner handle, sliding Thandle, speeder handl",384.36,SE,H
5120001042628,Hardware,Handle Assembly,Material: Steel; Black Oxide Finish. For installing captive screws and nut plates. Overall length of Assembly: 91/2 to 101/2 inches; Overall length of Handle:10 to 11 inches.,554.48,EA,H
5120001062690,Hardware,Mortar Float (Magnesium Blade),"Tool is used for smoothing cement & plaster. Lightweight magnesium blade has convex, rounded corners, a beveled end & a hardwood handle.",28.31,EA,H
5120001129349,Hardware,Screwdriver Bit (Spline),"Consists of a solid round shaft with a working end at one end & a wing drive shank at the other.  Used with Xcelite Series 99 handles. Described by (Size, Length).",3.47,EA,H
5120001162912,Hardware,Torque Wrench,"Furnished with (2) open end wrench heads having hexagonal openings of 1/4"" and 5/16"". Type I: Bidirectional. Class 5: Interchangeable Head (Precise Clockwise Torque). Insure the proper torque is applied to all your nuts and bolts with these torque wrench",190.64,EA,H
5120001167841,Hardware,"Hex Key Set (Screwdriver Type, Ball End)","Set consists of (12) ball end style hexagon keys with screwdriver type plastic handles. Contains sizes 0.050"", 1/16"", 5/64"", 3/32"", 7/64"", 1/8"", 9/64"", 5/32"", 3/16"", 7/32"", 1/4"" and 5/16"". Furnished with plastic case or pouch. This screwdriver type hex ke",25.05,SE,H
5120001169360,Hardware,Socket Wrench Size Adapter,"This versatile attachment enables a socket of one drive size to be used with a handle or extension of another drive size. Designed only for use with hand tools, no impacts. ASME  B107.10.",17.25,EA,H
5120001173428,Hardware,Torque Wrench (Indicating),"Capacity: 0 to 75 inch pounds in 1 inch pound increments. Type 1: Indicating, Class C: Rigid Housing, Style 3: Scale with Memory Indicator. Insure the proper torque is applied to all your nuts and bolts with these indicating torque wrenches. These indicat",135.77,EA,H
5120001174832,Hardware,Torque Wrench (Indicating),"Capacity: 0 to 30 inch pounds in 1 inch pound increments. Type 1: Indicating, Class C: Rigid Housing, Style 3: Scale with Memory Indicator. Insure the proper torque is applied to all your nuts and bolts with these indicating torque wrenches. These indicat",122.61,EA,H
5120001260860,Hardware,Crimping Tool (Die),"Type 2: Tools that produce a formed termination. These crimping tools and dies are used for connecting removable contacts coaxial connectors, shielded connectors, ferrules, terminals, end caps and splices to wire conductors for use in electric connectors,",144.73,EA,H
5120001320396,Hardware,Electrical Contact Tool (Installing and Removing),Type 3: Combination Installing & Removal Tool. Class 2: Rear Release of Contacts. Composition B: Plastic. These installing and removal tools are for installing and removing electrical contacts used in connectors and other electrical and electronic compone,2.67,EA,H
5120001325739,Hardware,Electrical Contact Tool (Installing and Removing),Type 3: Combination Installing & Removal Tool. Class 2: Rear Release of Contacts. Composition C: Combination Metal & Plastic. These installing and removal tools are for installing and removing electrical contacts used in connectors and other electrical an,4.97,EA,H
5120001325791,Hardware,Electrical Contact Tool (Installing and Removing),Type 3: Combination Installing & Removal Tool. Class 2: Rear Release of Contacts. Composition C: Combination Metal & Plastic. These installing and removal tools are for installing and removing electrical contacts used in connectors and other electrical an,4.68,EA,H
5120001325808,Hardware,Electrical Contact Tool (Installing and Removing),Type 3: Combination Installing & Removal Tool. Class 2: Rear Release of Contacts. Composition B: Plastic. These installing and removal tools are for installing and removing electrical contacts used in connectors and other electrical and electronic compone,1.27,EA,H
5120001326328,Hardware,Electrical Contact Tool (Installing and Removing),Type 3: Combination Installing & Removal Tool. Class 1: Front Release of Contacts. Composition B: Plastic. These installing and removal tools are for installing and removing electrical contacts used in connectors and other electrical and electronic compon,2.33,EA,H
5120001326913,Hardware,Wire Termination Crimping Tool,"Type 2: Tools that produce a formed termination. These crimping tools and dies are used for connecting removable contacts coaxial connectors, shielded connectors, ferrules, terminals, end caps and splices to wire conductors for use in electric connectors,",240.51,EA,H
5120001330144,Hardware,Electrical Contact Tool (Removing),Type 2: Removal Tool. Class 1: Front Release of Contacts. Composition C: Combination Metal & Plastic. These installing and removal tools are for installing and removing electrical contacts used in connectors and other electrical and electronic components.,2.42,EA,H
5120001330351,Hardware,Electrical Contact Tool (Removing),Type 2: Removal Tool. Class 2: Rear Release of Contacts. Composition C: Combination Metal & Plastic. These installing and removal tools are for installing and removing electrical contacts used in connectors and other electrical and electronic components. ,47.62,EA,H
5120001331747,Hardware,Wire Termination Crimping Tool,"Type 1: Tools that produce an indent termination. These crimping tools and dies are used for connecting removable contacts coaxial connectors, shielded connectors, ferrules, terminals, end caps and splices to wire conductors for use in electric connectors",276.86,EA,H
5120001379140,Hardware,Electrical Contact Tool (Installing),Type 1: Installing Tool. Class 2: Rear Release of Contacts. Composition A: Metal. These installing and removal tools are for installing and removing electrical contacts used in connectors and other electrical and electronic components. MILI81969.,44.11,EA,H
5120001425156,Hardware,Socket (Universal Joint),"These high strength, 12 point, thin wall, universal sockets are perfect for getting into those narrow spaces that the regular sockets can't get to. Described by: (Size, Drive Size, Coating) AS954.",19.8,EA,H
5120001445207,Hardware,Socket Wrench Size Adapter,"This versatile attachment enables a socket of one drive size to be used with a handle or extension of another drive size. Designed only for use with hand tools, no impacts. ASME  B107.10.",8.08,EA,H
5120001466558,Hardware,Electrical Contact Tool (Removing),Type 2: Removal Tool. Class 2: Rear Release of Contacts. Composition A: Metal. These installing and removal tools are for installing and removing electrical contacts used in connectors and other electrical and electronic components. MILI81969.,57.85,EA,H
5120001487917,Hardware,Combination Wrench Set (Box and Open End),"Set consists of (12) wrenches in sizes:  5/16"", 3/8"", 7/16"", 1/2"", 9/16"", 5/8"", 11/16"", 3/4"", 13/16"", 7/8"", 15/16"" and 1"". Style A: Regular Length. Combination box and open end style wrench has a thin wall 15° offset box end and a 15° head angle on the op",64.68,SE,H
5120001489488,Hardware,Combination Wrench Set (Box and Open End),"Set consists of (9) standard length wrenches in sizes 1/8"", 5/32"", 3/16"", 7/32"", 1/4"", 9/32"", 5/16"", 11/32"" and 3/8"". This combination wrench set (box and open end style) is chromium plated and has a 15° offset box end and the open end. The open end is su",58.21,SE,H
5120001489489,Hardware,Combination Wrench Set (Box and Open End),"Set consists of (6) wrenches in sizes: 7/16"", 1/2"", 9/16"", 5/8"", 11/16"" & 3/4"". Style B: Short Length. Combination box and open end style wrench has a thin wall 15° offset box end and a 15° head angle on the open end. The open end is suitable for use on h",21.43,SE,H
5120001522283,Hardware,"Socket Set (Standard, Regular Length)","This socket set consists of (19) sockets in sizes: 3/8"", 7/16"", 1/2"", 9/16"", 5/8"", 11/16"", 3/4"", 13/16"", 7/8"", 15/16"", 1"", 11/16"", 11/8"", 13/16"", 11/4"", 15/16"", 13/8"", 17/16"" & 11/2"". Type I: Sockets, Class 1: Sockets (12 Point), Style A: Standard",155.6,SE,H
5120001572133,Hardware,Spanner Wrench,"Face pintype wrench is adjustable and has two head arms joined at one end with a hinge pin, providing smooth movement. Friction holds arms at any angle. Perfect for use on collars, rings and locknuts. Steel wrench has a corrosion preventive coating and a",48.22,EA,H
5120001573138,Hardware,Electrical Contact Tool (Installing and Removing),Type 3: Combination Installing & Removal Tool. Class 2: Rear Release of Contacts. Composition B: Plastic. These installing and removal tools are for installing and removing electrical contacts used in connectors and other electrical and electronic compone,1.21,EA,H
5120001653910,Hardware,Wire Termination Crimping Tool,"Type 1: Tools that produce an indent termination. These crimping tools and dies are used for connecting removable contacts coaxial connectors, shielded connectors, ferrules, terminals, end caps and splices to wire conductors for use in electric connectors",270.1,EA,H
5120001653912,Hardware,Wire Termination Crimping Tool,"Type 1: Tools that produce an indent termination. These crimping tools and dies are used for connecting removable contacts coaxial connectors, shielded connectors, ferrules, terminals, end caps and splices to wire conductors for use in electric connectors",270.1,EA,H
5120001653913,Hardware,Crimping Tool (Positioner),"Type 1: Tools that produce an indent termination. These crimping tools and dies are used for connecting removable contacts coaxial connectors, shielded connectors, ferrules, terminals, end caps and splices to wire conductors for use in electric connectors",45.7,EA,H
5120001654098,Hardware,Nut Driver Set,"This (13) piece screwdriver/nut driver set consists of: plastic handle with chuck (1),  interchangeable nut driver blades (7) with hexagonal tips in sizes: (3/16"", 7/32"", 1/4"", 9/32"", 5/16"", 11/32"" and 3/8"", flat tip screwdriver bits (2) (3/16"" and 1/4"" W",55.32,SE,H
5120001670153,Hardware,Caulking Gun Nozzle (Bent Round),"These disposable, detachable, polyethylene nozzles are for use with hand operated caulking guns. Described by: (Oriface size, Thread Size and Length)",2.84,EA,H
5120001692986,Hardware,Torque Multiplier (Electronic Display),"Has a 1,200 footpounds rated maximum output torque (1.0 footpound increments) and a 6"" L x 3/4"" square male output shaft.  Furnished in a carrying case with a 3/8"" male input crank, a 3/4"" square female output shaft and a set of instructions. Weighs app",2940.28,EA,H
5120001693003,Hardware,Fastener Installation Tool,"This tool is used to do the installation of the captive screws which attach the ball mats in the cargo loading areas. Consists of handle assembly & nosepiece for thread size 10 captive screws, full flare. IAW Deutsch Fastener Corp. drawing number S1065.",1602.81,AY,H
5120001694586,Hardware,Socket Set (Wheel Bearing Locknut),"For tightening and removing truck wheel bearing locknuts. Has a square female drive. Set contains (19) sockets: 11 hexagonal 6 point sockets with wrench openings of 23/32"", 23/8"", 29/16"", 3"", 31/4"", 31/2"", 37/8"", 4"", 41/8"", 43/8"" and 47/8"" (8) 8 ",346.18,SE,H
5120001695776,Hardware,Torque Wrench,"Furnished with (2) open end wrench heads having hexagonal openings of 1/4"" and 5/16"". Type I: Bidirectional. Class 5: Interchangeable Head (Precise Clockwise Torque). Insure the proper torque is applied to all your nuts and bolts with these torque wrench",160.51,EA,H
5120001707938,Hardware,"Crimping Tool (""STAKON"" Terminal)","Plierstype crimping tool crimps noninsulated Thomas & Betts STAKON terminals and splices series A, B, BC, C and PT series wire joints. Has two cavities for wire sizes 22 to 14 and 12 to 10 AWG, wire cutters and plastisol handles.",19.21,EA,H
5120001713117,Hardware,Impact Socket Set (Manual),"Set consists of (12) components: manual impact driver (1), hex head drivers (6) in sizes: 5/16"", 3/8"", 7/16"", 1/2"", 9/16"" and 5/8"", flat tip drivers (2) in sizes: (7/16"" x 0.05"" and 1/2"" x 0.075""), Phillips drivers (2) in sizes: (3 and 4) and a drag link ",142.95,EA,H
5120001776801,Hardware,"Torque Wrench (Indicating, Screwdriver)","Capacity Dual Scale: 0 to 96 inch ounces in 2 inch ounce increments / 0 to 6 inch pounds in 0.125 inch pound increments. Type 1: Indicating, Class E: Screwdriver Grip, Style 1: Enclosed Dial. Insure the proper torque is applied to all your screws, nuts & ",235.75,EA,H
5120001776832,Hardware,Screwdriver Bit (Hex Tip),"Hexagonal male power bit shank with retaining grove. To be used with sockets or bit screwdrivers. Described by: (Hex size, Shank size) AA3153.",0.61,EA,H
5120001776966,Hardware,Electrical Contact Tool (Removing),Type 2: Removal Tool. Class 2: Rear Release of Contacts. Composition A: Metal. These installing and removal tools are for installing and removing electrical contacts used in connectors and other electrical and electronic components. MILI81969.,27.57,EA,H
5120001776967,Hardware,Electrical Contact Tool (Installing),Type 1: Installing Tool. Class 2: Rear Release of Contacts. Composition A: Metal. These installing and removal tools are for installing and removing electrical contacts used in connectors and other electrical and electronic components. MILI81969.,44.13,EA,H
5120001777029,Hardware,Electrical Contact Tool (Removing),Type 2: Removal Tool. Class 1: Front Release of Contacts. Composition C: Combination Metal & Plastic. These installing and removal tools are for installing and removing electrical contacts used in connectors and other electrical and electronic components.,42.12,EA,H
5120001777322,Hardware,Combination Wrench (Box & Open End),A combination box & open end style wrench that has a 15° offset box end & a 15° head angle on the open end. The open end is suitable for use on hexagonal & square headed bolts & nuts. Non sparking & non magnetic. B107.100.,62.61,EA,H
5120001779312,Hardware,Socket Wrench (Reversible Ratchet),"Style A: Coarse Action. This socket wrench has a steel handle, round shank and comfortable handgrip. The male drive tang has a spring loaded steel ball to hold sockets and attachments firmly in place. It has a gear head or clutch type ratchet mechanism an",44.82,EA,H
5120001779839,Hardware,Blind Riveter (Wrench Header),"Installs 1/4""diameter thread size 10  32 BF Goodrich rivnuts. Diameter: 11/16"". Wrenchtype header riveter consists of an anvil, ferrule, jackscrew nut, sockethead jack screw and threaded pullup stud. The riveter has a black oxide coating and is fur",47.05,EA,H
5120001800670,Hardware,Pipe Vise (Chain),"Chain vises permit the holding of irregular shapes, pipe or tubing. Ideal for maintenance shops, electricians & plumbers. The vise has a forged or cast base, hardened steel jaws, forked drop handle, convenient pipe rest, steel chain & bender. Forked drop ",197.65,EA,H
5120001800681,Hardware,Machinist's Vise,This cast or forged steel machinist's vise is for machine shop use. The jaws are milled parallel and have replaceable hardened steel serrated jaws. The swivel base has three mounting holes and rotates to any position and has a positive locking mechanism.,275.14,EA,H
5120001800705,Hardware,Jeweler's Screwdriver,"Type: 1 (Swivel knob, metal handle body, interchangeable blades). These screwdrivers are the perfect tool for jewelers, watchmakers or for tightening thoses screws on your glasses. The heat treated steel blade has a smooth, bright finish & a corrosion res",3.23,EA,H
5120001800706,Hardware,Jeweler's Screwdriver,"Type: 1 (Swivel knob, metal handle body, interchangeable blades). These screwdrivers are the perfect tool for jewelers, watchmakers or for tightening thoses screws on your glasses. The heat treated steel blade has a smooth, bright finish & a corrosion res",3.34,EA,H
5120001800727,Hardware,Jeweler's Screwdriver,"Type: 1 (Swivel knob, metal handle body, interchangeable blades). These screwdrivers are the perfect tool for jewelers, watchmakers or for tightening thoses screws on your glasses. The heat treated steel blade has a smooth, bright finish & a corrosion res",3.34,EA,H
5120001800728,Hardware,Jeweler's Screwdriver,"Type: 1 (Swivel knob, metal handle body, interchangeable blades). These screwdrivers are the perfect tool for jewelers, watchmakers or for tightening thoses screws on your glasses. The heat treated steel blade has a smooth, bright finish & a corrosion res",2.53,EA,H
5120001800729,Hardware,Jeweler's Screwdriver,"Type: 1 (Swivel knob, metal handle body, interchangeable blades). These screwdrivers are the perfect tool for jewelers, watchmakers or for tightening thoses screws on your glasses. The heat treated steel blade has a smooth, bright finish & a corrosion res",2.53,EA,H
5120001800730,Hardware,Jeweler's Screwdriver,"Type: 1 (Swivel knob, metal handle body, interchangeable blades). These screwdrivers are the perfect tool for jewelers, watchmakers or for tightening thoses screws on your glasses. The heat treated steel blade has a smooth, bright finish & a corrosion res",3.23,EA,H
5120001800777,Hardware,Screw Extractor,"Type 4: Tapered Flute Extractor. These hand operated extractors remove broken screws, pipes, bolts, studs and fittings from threaded openings. B107.410.",3.17,EA,H
5120001800779,Hardware,Screw Extractor,"Type 4: Tapered Flute Extractor. These hand operated extractors remove broken screws, pipes, bolts, studs and fittings from threaded openings. B107.410.",2.48,EA,H
5120001800780,Hardware,Screw Extractor,"Type 4: Tapered Flute Extractor. These hand operated extractors remove broken screws, pipes, bolts, studs and fittings from threaded openings. B107.410.",3.58,EA,H
5120001800848,Hardware,C Clamp,"Clamp consists of a forged steel frame and a steel screw. Used for clamping and holding materials in a fixed position. Features a smooth, flat, round anvil. Steel swivel is securely attached to the adjusting screw. Nonremovable handle is inserted through",53.5,EA,H
5120001800849,Hardware,C Clamp,"Clamp consists of a forged steel frame and a steel screw. Used for clamping and holding materials in a fixed position. Features a smooth, flat, round anvil. Steel swivel is securely attached to the adjusting screw. Nonremovable handle is inserted through",79.89,EA,H
5120001800871,Hardware,Wrecking Bar,"This wrecking bar is for demolition work, razing buildings, opening boxes/crates, mechanics & laborers. They are designed for separating, prying, ripping, lifting, scraping & aligning. Made of a copper alloy & is nonsparking and nonmagnetic.",116.64,EA,H
5120001800887,Hardware,Jeweler's Screwdriver Replacement Blade,"These replacement bits are for jewelers screwdrivers or for tightening thoses screws on your glasses. The heat treated steel blade has a smooth, bright finish & a corrosion resistant treatment. AA3152.",0.98,EA,H
5120001800897,Hardware,C Clamp,"Clamp consists of a forged steel frame and a steel screw. Used for clamping and holding materials in a fixed position. Features a smooth, flat, round anvil. Steel swivel is securely attached to the adjusting screw. Nonremovable handle is inserted through",128.96,EA,H
5120001800905,Hardware,C Clamp,"Clamp consists of a forged steel frame and a steel screw. Used for clamping and holding materials in a fixed position. Features a smooth, flat, round anvil. Steel swivel is securely attached to the adjusting screw. Nonremovable handle is inserted through",18.62,EA,H
5120001800907,Hardware,C Clamp,"Clamp consists of a forged steel frame and a steel screw. Used for clamping and holding materials in a fixed position. Features a smooth, flat, round anvil. Steel swivel is securely attached to the adjusting screw. Nonremovable handle is inserted through",16.18,EA,H
5120001800908,Hardware,C Clamp,"Clamp consists of a forged steel frame and a steel screw. Used for clamping and holding materials in a fixed position. Features a smooth, flat, round anvil. Steel swivel is securely attached to the adjusting screw. Nonremovable handle is inserted through",21.33,EA,H
5120001800909,Hardware,C Clamp,"Clamp consists of a forged steel frame and a steel screw. Used for clamping and holding materials in a fixed position. Features a smooth, flat, round anvil. Steel swivel is securely attached to the adjusting screw. Nonremovable handle is inserted through",29.2,EA,H
5120001801016,Hardware,Socket,"Type 2: Sockets (4 or 8 Point). When working in a confined area with limited turning space, you need a socket to fix that problem. All have square drives. These are for hand use only, no impact wrenches. Described by: (Drive Size, Size, Coating) ASME B107",9.32,EA,H
5120001802936,Hardware,Quick Adjusting Screw Clamp (Heavy Duty),"These heavy duty bar clamps allow for quick & easy adjusting. Used in commercial metalworking, heavy fabricating & in industrial welding applications as well as in professional woodworking. They have forged steel or iron heads, jaws & a hardened steel adj",41.11,EA,H
5120001802951,Hardware,Mechanical Finger,"Flexible midsection is spiralwound armored cable. For retrieving screws, washers, nuts, bolts & pins from difficult places. Consists of housing, plunger, coil spring & retracting jaws. The plunger activates tempered spring steel jaws with a 13/16"" jaw op",7.18,EA,H
5120001816765,Hardware,Crowfoot Wrench (Flare Nut),"Type I: Chromium finish, Class 1: Crowfoot (Flare nut), Style B: 3/8"" Drive, Design A: Standard duty. These 12 point flare nut wrenches are designed for tightening & loosening tube fittings, stuffing gland nuts & similar flare nuts by having an slot that ",16.12,EA,H
5120001816813,Hardware,Socket (Regular Length),"Type I: Sockets, Class 1: Sockets (12 Point), Style A: Standard Length. These high strength, 12 point, thin wall sockets are perfect for getting into those narrow spaces that the regular sockets can't get to. Described by: (Drive size, Size, Coating) AS95",4.51,EA,H
5120001848384,Hardware,Crowfoot Wrench (Open End),"Type: II (Crowfoot, Open End), Class: 1 (Standard Duty). These forged steel, crowfoot wrenches have a female drive at one end & a wrenching configuration at the other end. The wrench attaches to the male square drive end of a socket wrench handle or exten",7.42,EA,H
5120001848385,Hardware,Crowfoot Wrench (Flare Nut),"Type I: Chromium finish, Class 1: Crowfoot (Flare nut), Style C: 1/2"" Drive, Design A: Standard duty. These 12 point flare nut wrenches are designed for tightening & loosening tube fittings, stuffing gland nuts & similar flare nuts by having an slot that ",62.72,EA,H
5120001848397,Hardware,Crowfoot Wrench (Open End),"Type: II (Crowfoot, Open End), Class: 1 (Standard Duty). These forged steel, crowfoot wrenches have a female drive at one end & a wrenching configuration at the other end. The wrench attaches to the male square drive end of a socket wrench handle or exten",7.48,EA,H
5120001848403,Hardware,Crowfoot Wrench (Open End),"Type: II (Crowfoot, Open End), Class: 1 (Standard Duty). These forged steel, crowfoot wrenches have a female drive at one end & a wrenching configuration at the other end. The wrench attaches to the male square drive end of a socket wrench handle or exten",10.58,EA,H
5120001848439,Hardware,Open End Wrench (Double Head),"Class: 1 (Regular Length) These open ended, engineer's style double headed wrenches are chrome plated & have a 15° angle on both ends. B107.100 (B107.39).",37.89,EA,H
5120001848653,Hardware,Open End Wrench (Angle Style),Angle style open end wrench is double headed & chrome plated. The heads are angled 15° one end & 60° on the other end. The ends are listed by 15° (A) then 60° (B). ASME B107.100.,21.59,EA,H
5120001848676,Hardware,Box Wrench (Double Head),"Type 2: Box Wrench, Class 1: Angled end, Style A: Regular length. These double head, thin wall, high strength box wrenches come in a 12 point design. AS954.",51.76,EA,H
5120001849403,Hardware,Pliers (Round Nose),"Type: III ( Round nose), Class: 4 (Needle nose), Style: B (With cutter) These solid joint pliers are perfectly formed to fit your needs. They have a scored, flat, gripping surfaces for forming, bending and handling small objects and reaching into openings",13.57,EA,H
5120001871033,Hardware,Ball Peen Hammer (Wood Handle),Made of copper alloy. Nonmagnetic and Nonsparking. These hammers are hard faced and either a machinist or engineer type. They will have a polished striking face on one end for striking punches and chisels and a polished hemispherical ball peen on the ot,58.99,EA,H
5120001871034,Hardware,Ball Peen Hammer (Fiberglass Handle),Made of copper alloy. Nonmagnetic and Nonsparking. These hammers are hard faced and either a machinist or engineer type. They will have a polished striking face on one end for striking punches and chisels and a polished hemispherical ball peen on the ot,54.76,EA,H
5120001877123,Hardware,Open End Wrench (Double Head),"Class: 1 (Regular Length) These open ended, engineer's style double headed wrenches are chrome plated & have a 15° angle on both ends. B107.100 (B107.39).",5.93,EA,H
5120001877126,Hardware,Open End Wrench (Double Head),"Class: 1 (Regular Length) These open ended, engineer's style double headed wrenches are chrome plated & have a 15° angle on both ends. B107.100 (B107.39).",4.12,EA,H
5120001881182,Hardware,Combination Bench and Pipe Vise,Use combination vise as a machinist’s vise or for holding pipes or rods. Replaceable Vshaped alloy steel pipe jaws are serrated and heat treated. Main jaw facings are hardened steel and serrated. Swivel base rotates to any position and has a positive loc,485.73,EA,H
5120001881788,Hardware,Hand Jack (Hydraulic),"This self contained, hand operated, hydraulic jack performs a wide variety of lifting, straightening, shoring, bracing and bending applications. Use it for general industrial and automotive maintenance, construction, fabrication and material handling in s",243.08,EA,H
5120001881790,Hardware,Hand Jack (Hydraulic),"This self contained, hand operated, hydraulic jack performs a wide variety of lifting, straightening, shoring, bracing and bending applications. Use it for general industrial and automotive maintenance, construction, fabrication and material handling in s",543.92,EA,H
5120001883250,Hardware,Pliers,Useful for pulling out crushed drip molding. Also used for ground working faces by forming working faces quickly and accurately for rapid finishing with a spoon. IAW GSA Dwg 1883250.,90.72,EA,H
5120001888446,Hardware,Shovel,"Eastern pattern scoop has an open back and ""D"" handle. The ideal tool for handling loose and bulky materials, such as dirt, sand, gravel, grain and snow. The high grade steel blade is heat treated for long life and features sharpened cutting edges. Should",54.87,EA,H
5120001888450,Hardware,Shovel,"Shovel has an open back and a long handle. Blade is made of 14 gauge steel and has a round point. The ideal tool for handling loose and bulky materials, such as dirt, sand, gravel, grain and snow. The high grade steel blade is heat treated for long life a",17.26,EA,H
5120001897896,Hardware,Crowfoot Wrench (Flare Nut),"Type I: Chromium finish, Class 1: Crowfoot (Flare nut), Style B: 3/8"" Drive, Design A: Standard duty. These 12 point flare nut wrenches are designed for tightening & loosening tube fittings, stuffing gland nuts & similar flare nuts by having an slot that ",15.34,EA,H
5120001897907,Hardware,Socket,"Type 2: Sockets (4 or 8 Point). When working in a confined area with limited turning space, you need a socket to fix that problem. All have square drives. These are for hand use only, no impact wrenches. Described by: (Drive Size, Size, Coating) ASME B107",5.42,EA,H
5120001897910,Hardware,Socket (Regular Length),"Type I: Sockets, Class 1: Sockets (12 Point), Style A: Standard Length. These high strength, 12 point, thin wall sockets are perfect for getting into those narrow spaces that the regular sockets can't get to. Described by: (Drive size, Size, Coating) AS95",11.08,EA,H
5120001897913,Hardware,Socket (Regular Length),"Type I: Sockets, Class 1: Sockets (12 Point), Style A: Standard Length. These high strength, 12 point, thin wall sockets are perfect for getting into those narrow spaces that the regular sockets can't get to. Described by: (Drive size, Size, Coating) AS95",3.65,EA,H
5120001897917,Hardware,Socket (Regular Length),"Type I: Sockets, Class 1: Sockets (12 Point), Style A: Standard Length. These high strength, 12 point, thin wall sockets are perfect for getting into those narrow spaces that the regular sockets can't get to. Described by: (Drive size, Size, Coating) AS95",6.33,EA,H
5120001897922,Hardware,Socket (Long Length),"Type1: Sockets (6 Point). Class 2: Long Length. When working in a confined area with limited turning space, you need a socket to fix that problem. All have square drives. These are for hand use only, no impact wrenches. Described by: (Drive Size, Size, Co",2.04,EA,H
5120001897932,Hardware,Socket (Regular Length),"Type I: Sockets, Class 1: Sockets (12 Point), Style A: Standard Length. These high strength, 12 point, thin wall sockets are perfect for getting into those narrow spaces that the regular sockets can't get to. Described by: (Drive size, Size, Coating) AS95",1.17,EA,H
5120001897934,Hardware,Socket (Regular Length),"Type I: Sockets, Class 1: Sockets (12 Point), Style A: Standard Length. These high strength, 12 point, thin wall sockets are perfect for getting into those narrow spaces that the regular sockets can't get to. Described by: (Drive size, Size, Coating) AS95",4.32,EA,H
5120001897935,Hardware,Socket (Regular Length),"Type I: Sockets, Class 1: Sockets (12 Point), Style A: Standard Length. These high strength, 12 point, thin wall sockets are perfect for getting into those narrow spaces that the regular sockets can't get to. Described by: (Drive size, Size, Coating) AS95",2.64,EA,H
5120001897946,Hardware,Socket (Regular Length),"Type I: Sockets, Class 1: Sockets (12 Point), Style A: Standard Length. These high strength, 12 point, thin wall sockets are perfect for getting into those narrow spaces that the regular sockets can't get to. Described by: (Drive size, Size, Coating) AS95",1.08,EA,H
5120001897985,Hardware,Socket (Regular Length),"Type I: Sockets, Class 1: Sockets (12 Point), Style A: Standard Length. These high strength, 12 point, thin wall sockets are perfect for getting into those narrow spaces that the regular sockets can't get to. Described by: (Drive size, Size, Coating) AS95",1.06,EA,H
5120001916484,Hardware,Hex Key (Screwdriver Type),This screwdriver type hex key (Allen) wrench tightens and loosens fasteners with a hexagonal hole in the screw head. It is made of a tempered steel alloy and has an amber or yellow transparent plastic screwdriver handle. ASME B18.3.,2.19,EA,H
5120001941648,Hardware,Hammer (Soft Face),"Copper head & faces. Has a solid, square or barrel shaped head with two smooth, flat faces. Prevents damage to work surfaces.",36.86,EA,H
5120001949458,Hardware,Pick (Digging),"Pick has a clay point on one end and a chisel blade on the other. Both ends are tapered & sharpened. This tool is excellent for loosening soil, digging, grubbing and cutting roots. The hardened, forged carbon steel tool features a rust resistant finish. (",30.43,EA,H
5120001975344,Hardware,Sheet Metal Holder (Edge Grip),In accordance with GSA Purchase Description 5120001975344.,2.99,EA,H
5120001979473,Hardware,Blacksmiths Tools (Punch),"Type 7: Punch, Handled. Class 1: Round. These tools are normally used by blacksmiths for cutting, necking & breaking steel or metals of the same general nature, smoothing & finishing flat forgings, necking, grooving & drawing down forgings, setting down m",192.05,EA,H
5120001985387,Hardware,Hex Key,Short series has a arm length that is suitable for normal use. This hex key (Allen) wrench tightens & loosens fasteners with a hexagonal hole in the screw head. This Lshaped tool has a double ended shaft that bends 90° to form a short arm and a long arm.,15.38,EA,H
5120001985392,Hardware,Hex Key,Short series has a arm length that is suitable for normal use. This hex key (Allen) wrench tightens & loosens fasteners with a hexagonal hole in the screw head. This Lshaped tool has a double ended shaft that bends 90° to form a short arm and a long arm.,0.14,EA,H
5120001985400,Hardware,Hex Key,Short series has a arm length that is suitable for normal use. This hex key (Allen) wrench tightens & loosens fasteners with a hexagonal hole in the screw head. This Lshaped tool has a double ended shaft that bends 90° to form a short arm and a long arm.,0.13,EA,H
5120001985401,Hardware,Hex Key,Short series has a arm length that is suitable for normal use. This hex key (Allen) wrench tightens & loosens fasteners with a hexagonal hole in the screw head. This Lshaped tool has a double ended shaft that bends 90° to form a short arm and a long arm.,0.09,EA,H
